Position,Location,Gender,Education,Experience (Years),Salary
Salesforce,Pune,Female,B.A,15,975.118
Python fullstack react,Hyderabad,Male,B.Tech/B.E.,20,1381.583
Python Backend,"Mumbai, Maharashtra, pune - Maharashtra",Male,B.A,26,1890.133
Salesforce,Kolkata,Male,Diploma,21,2476.023
Salesforce,Navi Mumbai,Male,B.Com,5,1821.293
Salesforce,Guwahati,Female,B.Com,10,1626.841
Python fullstack react,Bengaluru,Male,B.Com,6,1911.38
Salesforce,Bengaluru,Male,BCA,27,2408.105
Python fullstack react,Chennai,Female,B.A,10,954.73
Salesforce,New Delhi,Male,B.A,11,925.277
Salesforce,Bengaluru,Female,BCA,5,828.159
Salesforce,Gurugram,Male,B.Com,18,1557.309
Python fullstack react,New Delhi,Male,B.Sc,22,2254.652
Salesforce,Kolkata,Male,B.Com,27,1111.325
Salesforce,Pune,Female,Diploma,28,897.187
Salesforce,New Delhi,Male,B.Com,26,1489.998
Sales force Developer,New Delhi,Female,B.Com,19,2149.434
Coupa Administrator,Nagpur,Male,B.Sc,9,1072.943
Salesforce,Noida,Female,B.Com,27,937.823
Python Developer,Mumbai,Male,BCA,5,1103.952
Salesforce,New Delhi,Male,B.Tech/B.E.,23,1732.849
Salesforce,Tiruchirapalli,Male,B.Tech/B.E.,12,717.369
Coupa Administrator,Mumbai,Male,B.Tech/B.E.,10,1345.556
Python Developer,New Delhi,Female,B.Com,5,1199.504
salesforce,Pune,Female,B.Tech/B.E.,24,863.771
salesforce developer,Bengaluru,Female,B.Tech/B.E.,20,953.555
Python Fullstack,Pune,Male,B.Tech/B.E.,5,2348.053
Python Developer,Pune,Female,B.A,28,553.111
Salesforce,Noida,Male,BCA,25,1188.574
Salesforce,Bengaluru,Female,B.Tech/B.E.,10,1223.536
Python Developer,Noida,Male,B.Tech/B.E.,8,2496.341
Salesforce,Noida,Male,B.Com,7,1566.39
Python Fullstack,"Mumbai, Maharashtra - Maharashtra",Male,B.Tech/B.E.,25,939.12
Python Developer,Bengaluru,Female,B.A,18,1244.182
Python Developer,Siliguri,Female,B.Sc,17,1961.842
Python Developer,Kolkata,Female,BCA,5,1984.282
andriod,Hyderabad,Male,Diploma,16,2463.876
Python Developer,Bengaluru,Female,B.Tech/B.E.,17,1665.465
Python Fullstack,Mumbai,Male,B.Sc,19,2148.156
Python Fullstack,New Delhi,Male,BCA,11,2123.022
Python Developer,New Delhi,Female,BCA,28,1817.552
Salesforce,New Delhi,Male,B.Tech/B.E.,21,2163.968
Python Developer,Noida,Male,B.Tech/B.E.,21,611.409
Salesforce Developer,Hyderabad,Male,B.Com,13,2172.476
Salesforce,Gurugram,Male,Diploma,22,2092.904
Python+DS,"Noida, Delhi - Uttar Pradesh",Female,B.Tech/B.E.,11,888.049
Java Backend,Bengaluru,Male,B.Tech/B.E.,27,2242.005
Salesforce,Pune,Male,B.B.A/ B.M.S,22,733.67
andriod,Mumbai,Male,B.Sc,20,790.446
Python Fullstack,Bengaluru,Male,B.A,20,1720.944
andriod,Noida,Female,B.Tech/B.E.,26,576.243
Python Developer,Noida,Female,BCA,7,1883.662
Python Fullstack,Pune,Female,B.Com,13,1606.31
Python+DS,Noida,Male,B.Com,25,2163.317
Python+DS,New Delhi,Female,B.Sc,16,1342.936
Python+DS,Navi Mumbai and pune - Maharashtra,Female,B.A,9,1636.934
Python+DS,Pune,Female,B.Com,17,842.924
Python+DS,Nagpur,Male,B.Tech/B.E.,23,1627.566
Salesforce,Bengaluru,Male,B.Tech/B.E.,9,2420.232
Salesforce,Lucknow,Male,B.A,20,1747.02
andiriod,Pune,Male,BCA,8,1162.508
Salesforce,Faridabad,Female,BCA,24,1131.031
Salesforce,New Delhi,Female,B.Tech/B.E.,15,971.843
Salesforce,Pune,Male,BCA,16,1240.132
Salesforce,New Delhi,Male,B.Sc,22,2291.352
Salesforce,Bengaluru,Male,B.Tech/B.E.,19,1341.123
andiriod,Dehradun,Male,B.Tech/B.E.,21,594.523
Salesforce,New Delhi,Male,B.Sc,22,2224.622
Salesforce,New Delhi,Male,B.Com,18,2395.728
Salesforce,Chennai,Male,B.Tech/B.E.,10,1003.046
Python Fullstack,New Delhi,Male,B.Tech/B.E.,19,807.451
Salesforce developer,Bengaluru,Male,B.A,12,676.624
Python+DS,Jalgaon,Male,BCA,20,1120.298
Python+DS,Bengaluru,Female,B.Tech/B.E.,21,1468.757
Python+DS,Pune,Female,B.B.A/ B.M.S,19,1496.131
Python+DS,Pune,Male,B.A,9,1838.882
Python+DS,Mumbai,Female,B.A,10,1235.786
Salesforce Developer,New Delhi,Male,B.Sc,12,980.004
Python+DS,Bengaluru,Female,B.Com,21,1640.812
Python+DS,Pune,Female,B.Tech/B.E.,24,1141.592
Python+DS,Chennai,Female,Diploma,11,2291.266
Python+DS,Gurugram,Male,B.A,5,553.303
Python+DS,Hyderabad,Male,B.A,23,2279.069
andriod,Pune,Male,B.Tech/B.E.,15,1172.772
andriod,Pune,Male,BCA,19,815.641
andriod,vishakapatnam - Andhra Pradesh,Female,B.Tech/B.E.,26,732.622
Python fullstack react,Chennai,Female,B.A,27,1872.886
salesforce developer,Chennai,Female,B.Tech/B.E.,18,1955.449
Python+DS,Chennai,Male,B.Tech/B.E.,17,2071.355
Python+DS,Bengaluru,Male,B.Tech/B.E.,26,1180.54
Python+DS,Pune,Female,B.Tech/B.E.,8,722.98
Python+DS,Pune,Male,B.Tech/B.E.,11,1939.507
Python+DS,Mumbai,Male,B.Tech/B.E.,28,1248.727
Salesforce Developer,Pune,Male,B.Tech/B.E.,28,705.944
Python fullstack react,Mumbai,Male,B.Com,24,1596.862
Salesforce Developer,New Delhi,Male,B.Tech/B.E.,6,1764.587
Salesforce developer,Ahemdabad - Gujarat,Male,B.Sc,7,1201.795
Python+DS,Noida,Male,B.Sc,21,2118.864
Python+DS,Noida,Female,BCA,12,1846.208
Python+DS,Patna,Male,B.Tech/B.E.,24,2481.479
Python+DS,Bengaluru,Female,B.Sc,14,535.632
Python Fullstack Developer,Mumbai,Female,B.Tech/B.E.,19,1891.367
salesforce developer,Noida,Male,B.Tech/B.E.,25,706.317
Python Developer,Ghaziabad,Female,BCA,22,1740.746
andriod,Pune,Male,B.A,18,621.738
Python Developer,Navi Mumbai,Female,B.B.A/ B.M.S,17,1073.367
Python fullstack react,Noida,Female,B.Tech/B.E.,10,845.053
andriod,Nagpur,Male,B.Tech/B.E.,19,1446.919
Python Developer,Hyderabad,Male,B.A,12,1724.752
Python Fullstack Developer,Noida,Male,Diploma,13,1063.863
Python Fullstack Developer,Chennai,Male,B.Com,9,1291.099
Python Developer,New Delhi,Male,B.Tech/B.E.,11,798.836
salesforce developer,Visakhapatnam,Male,BCA,18,1430.278
andriod,Bengaluru,Female,B.Tech/B.E.,20,1230.295
andriod,Bengaluru,Female,B.Tech/B.E.,20,1189.656
salesforce developer,Hyderabad,Male,B.Tech/B.E.,28,751.402
Python Backend,Noida,Male,B.Sc,25,2133.321
Python fullstack react,Gurugram,Male,B.Tech/B.E.,8,2439.053
salesforce developer,"Fazilka , Punjab - Punjab",Male,B.Tech/B.E.,13,1097.265
salesforce developer,Coimbatore,Female,B.Tech/B.E.,10,1416.131
salesforce developer,Indore,Male,B.Sc,11,590.829
salesforce developer,Hyderabad,Male,BCA,14,855.714
salesforce developer,Noida,Female,B.Com,14,874.768
salesforce developer,"Cuttack, Odisha - Odisha",Male,B.Tech/B.E.,11,951.278
Python Fullstack Developer,New Delhi,Female,B.Com,27,1579.243
salesforce developer,Hyderabad,Female,BCA,22,2077.273
Python Developer,Kanpur,Female,B.B.A/ B.M.S,24,843.369
Python Developer,Navi Mumbai,Male,B.Tech/B.E.,11,925.9
Python Developer,Bhubaneswar,Male,BCA,14,2006.819
Python Developer,New Delhi,Female,B.Tech/B.E.,15,852.578
Python Developer,Pune,Male,B.Com,8,707.378
Python Developer,Chennai,Male,B.Com,20,646.838
Python Developer,Ayodhya - Uttar Pradesh,Female,B.Tech/B.E.,12,575.55
Python Developer,Hyderabad,Female,B.Tech/B.E.,9,1039.892
Python Developer,Hubli,Male,B.Tech/B.E.,15,1294.452
Python Developer,Gurugram,Male,B.Tech/B.E.,20,1029.876
Python Developer,Mumbai,Female,B.Tech/B.E.,23,1334.597
Python Developer,Bengaluru,Male,B.Sc,7,2375.142
Python Developer,Patna,Male,B.Tech/B.E.,21,1504.109
Python Developer,Pune,Female,B.A,11,616.352
Python Developer,Pune,Male,B.Com,12,681.444
Python Developer,Hyderabad,Female,B.Sc,11,1449.924
Python Developer,Nagaur,Female,B.Sc,27,1763.025
Python Developer,New Delhi,Female,B.Com,9,1739.718
Python Developer,Lucknow,Male,B.A,28,1888.862
Python Developer,Noida,Male,B.Sc,16,1184.596
Python Developer,Chennai,Male,B.Sc,5,1589.888
Salesforce developer,New Delhi,Female,B.Com,28,1505.835
Python Backend,Kaithal,Male,B.Tech/B.E.,24,2132.485
Python Backend,Bengaluru,Male,B.A,6,1884.095
Python Fullstack,New Delhi,Male,B.Sc,6,2040.859
Salesforce developer,Hyderabad,Male,B.Tech/B.E.,28,760.935
Salesforce developer,New Delhi,Male,B.Tech/B.E.,7,1943.277
Python Fullstack,Hyderabad,Male,B.Sc,14,1878.435
Python Fullstack,New Delhi,Male,BCA,13,1058.435
Python Backend,Kolkata,Female,B.Tech/B.E.,20,2212.132
Python+DS,Bengaluru,Female,B.Tech/B.E.,19,1318.373
Python Fullstack,Noida,Male,B.A,9,2450.243
Salesforce developer,Noida,Male,B.Tech/B.E.,23,502.893
Python Ds,Coimbatore,Male,B.Tech/B.E.,5,1915.717
Python Fullstack,Mumbai,Male,B.Tech/B.E.,17,1123.601
Muskan Parashar,Gurugram,Male,B.Tech/B.E.,19,1802.94
Salesforce developer,Noida,Female,B.Com,13,1541.656
Python Fullstack,Ghaziabad,Male,B.Tech/B.E.,6,1998.628
salesforce,Bhatkal,Female,B.Sc,17,1029.549
salesforce,Noida,Female,B.Sc,25,1072.788
salesforce,Chennai,Female,B.Sc,19,1084.254
salesforce,Noida,Male,BCA,23,1387.949
salesforce,Pune,Male,B.Sc,20,2263.714
salesforce,Prayagraj,Male,B.A,28,1312.193
salesforce,Bengaluru,Male,B.Tech/B.E.,20,741.17
Salesforce developer,Gurugram,Female,B.Tech/B.E.,6,1055.945
Python Ds,New Delhi,Male,B.Com,14,536.249
Python+DS,Gurugram,Male,BCA,23,2093.987
Python Fullstack,Hyderabad,Male,B.Tech/B.E.,12,2252.686
Python Ds,New Delhi,Female,BCA,14,2314.233
Python Ds,Noida,Female,B.A,11,1359.786
Python Fullstack,Not Mentioned,Female,B.Tech/B.E.,18,1350.597
Python Ds,Kochi,Male,B.Tech/B.E.,19,1394.997
Salesforce developer,Chandigarh,Male,B.B.A/ B.M.S,21,2285.654
Python Ds,Chennai,Male,B.Com,28,763.203
Python Ds,Noida,Female,BCA,26,2109.337
C++,Gurugram,Female,B.Sc,20,1191.998
Python Ds,Amritsar,Male,B.Com,21,1919.808
Salesforce Developer,Jalgaon,Male,B.A,22,1204.18
Python Ds,Kolhapur,Male,B.B.A/ B.M.S,18,1637.106
Salesforce Developer,Bilaspur,Male,B.Sc,17,2027.682
Python Ds,Noida,Male,B.Tech/B.E.,11,1662.045
Salesforce developer,Gurugram,Male,B.Sc,27,1570.824
Salesforce developer,New Delhi,Male,B.Sc,26,2196.504
Salesforce developer,New Delhi,Female,B.A,7,1234.008
Salesforce developer,Mumbai,Male,B.Tech/B.E.,10,996.676
Salesforce developer,Gurugram,Male,B.Tech/B.E.,8,2034.111
Salesforce developer,Pune,Female,B.Sc,19,640.022
Salesforce developer,Hyderabad,Male,Diploma,27,1405.562
Salesforce developer,Gurugram,Female,B.Tech/B.E.,26,1705.815
Salesforce developer,Pune,Female,B.Tech/B.E.,20,859.055
Data Science,Gurugram,Male,BCA,18,1170.388
Salesforce developer,Bengaluru,Male,B.Tech/B.E.,24,604.653
Salesforce developer,Hyderabad,Male,B.Tech/B.E.,21,816.277
Salesforce developer,Bengaluru,Male,BCA,20,1786.298
Salesforce developer,Gurugram,Male,B.A,25,764.525
Salesforce developer,Pune,Male,B.Com,24,2252.207
